rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
266,MW WP Form,mw-wp-form,200000,86,4.3,Editor-agnostic,2024-03-13 2:48am GMT,6.0,6.4.8,https://mw-wp-form.web-soudan.co.jp,https://github.com/web-soudan/mw-wp-form,official,https://wordpress.org/plugins/mw-wp-form/,8,0,,,2025-01-02,,"confirm, form, mail, preview, shortcode"
267,"Supreme Modules Lite – Divi Theme, Extra Theme and Divi Builder",supreme-modules-for-divi,200000,96,4.8,Editor-agnostic,2025-12-19 7:42am GMT,4.5,6.9.4,https://divisupreme.com/supreme-modules-lite-for-divi/,https://github.com/WordpressPluginDirectory/supreme-modules-for-divi,official,https://wordpress.org/plugins/supreme-modules-for-divi/,4,0,,,2026-01-15,,"Divi Page Builder, divi, divi builder, divi module, divi theme"
268,Gutenberg Essential Blocks – Page Builder for Gutenberg Blocks & Patterns,essential-blocks,200000,98,4.9,Blocks+Classic,2026-03-24 7:03pm GMT,5.8,6.9.4,https://essential-blocks.com,https://github.com/WPDevelopers/essential-blocks-for-gutenberg,official,https://wordpress.org/plugins/essential-blocks/,29,0,,,2025-12-17,,"Generate with AI, Gutenberg Templates, Gutenberg WooCommerce, block-editor, gutenberg"
269,Post Type Switcher,post-type-switcher,200000,94,4.7,Editor-agnostic,2026-03-24 4:50pm GMT,6.2,6.9.4,https://wordpress.org/plugins/post-type-switcher/,https://github.com/JJJ/post-type-switcher,official,https://wordpress.org/plugins/post-type-switcher/,1,0,5.4,Medium,2025-11-18,CWE-639,"page, post, post type, type, types"
270,"The SEO Framework – Fast, Automated, Effortless.",autodescription,200000,98,4.9,Editor-agnostic,2025-12-10 3:45pm GMT,6.0,6.9.4,https://theseoframework.com/,https://github.com/sybrew/the-seo-framework,official,https://wordpress.org/plugins/autodescription/,0,0,,,,,"google search, open graph, seo, structured data, xml sitemap"
271,WPFront Scroll Top,wpfront-scroll-top,200000,100,5.0,Editor-agnostic,2025-12-02 4:52pm GMT,5.3,6.9.4,http://wpfront.com/scroll-top-plugin/,https://github.com/wp-plugins/wpfront-scroll-top,mirror,https://wordpress.org/plugins/wpfront-scroll-top/,1,0,,,2021-08-23,CWE-79,"back to top, scroll to top, scroll top, scroll up, smooth scroll"
272,"Site Mailer – SMTP Replacement, Email API Deliverability & Email Log",site-mailer,200000,40,2.0,Editor-agnostic,2026-02-17 1:35pm GMT,6.6,6.9.4,https://elementor.com/,,,https://wordpress.org/plugins/site-mailer/,1,0,,,2025-02-28,,"Email API, email, email log, sender, smtp"
273,Disable XML-RPC,disable-xml-rpc,200000,86,4.3,Editor-agnostic,2025-12-03 1:28am GMT,3.5,6.9.4,http://www.philerb.com/wp-plugins/,https://github.com/littlebizzy/disable-xml-rpc,official,https://wordpress.org/plugins/disable-xml-rpc/,0,0,,,,,xmlrpc
274,Post Views Counter,post-views-counter,200000,98,4.9,Editor-agnostic,2026-03-23 8:41pm GMT,6.3.0,6.9.4,https://postviewscounter.com/,,,https://wordpress.org/plugins/post-views-counter/,2,0,4.3,Medium,2024-04-12,CWE-352; CWE-79,"Counter, analytics, pageviews, postviews, statistics"
275,Custom Post Type Permalinks,custom-post-type-permalinks,200000,96,4.8,Editor-agnostic,2024-10-10 6:12am GMT,6.1,6.6.5,https://github.com/torounit/custom-post-type-permalinks,https://github.com/torounit/custom-post-type-permalinks,official,https://wordpress.org/plugins/custom-post-type-permalinks/,0,0,,,,,"address, custom post type, link, permalink, url"
276,Smash Balloon Social Post Feed – Simple Social Feeds for WordPress,custom-facebook-feed,200000,94,4.7,Editor-agnostic,2026-03-12 5:56pm GMT,4.1,6.9.4,https://smashballoon.com/custom-facebook-feed,https://github.com/wp-plugins/custom-facebook-feed,mirror,https://wordpress.org/plugins/custom-facebook-feed/,8,1,,,2025-10-22,,"Facebook Page, Facebook account, Facebook posts, facebook, facebook feed"
277,Migrate Guru – Site Migration & Cloning,migrate-guru,200000,98,4.9,Editor-agnostic,2025-12-05 7:17am GMT,4.0,6.9.4,https://www.migrateguru.com,https://github.com/common-repository/migrate-guru,mirror,https://wordpress.org/plugins/migrate-guru/,0,0,,,,,"Wordpress migrate, clone, copy, migrate, migration"
278,Performance Lab,performance-lab,200000,86,4.3,Editor-agnostic,2026-02-27 8:19pm GMT,6.6,7.0,https://github.com/WordPress/performance,https://github.com/WordPress/performance,official,https://wordpress.org/plugins/performance-lab/,1,0,4.3,Medium,2023-05-25,CWE-352,"diagnostics, measurement, optimization, performance, site health"
279,Adminimize,adminimize,200000,94,4.7,Editor-agnostic,2024-03-15 4:24pm GMT,4.0,6.4.8,https://wordpress.org/plugins/adminimize/,https://github.com/bueltge/Adminimize,official,https://wordpress.org/plugins/adminimize/,2,0,,,2014-08-01,CWE-79,"administration, customization"
280,Photo Gallery by 10Web – Mobile-Friendly Image Gallery,photo-gallery,200000,90,4.5,Editor-agnostic,2026-03-03 6:04pm GMT,4.6,6.9.4,https://10web.io/plugins/wordpress-photo-gallery/?utm_source=photo_gallery&utm_medium=free_plugin,,,https://wordpress.org/plugins/photo-gallery/,80,1,,,2026-02-19,,"gallery, image gallery, photo gallery, responsive gallery, wordpress gallery plugin"
